1,คำว่า “เครือข่าย” และ “การสร้างเครือข่าย” ตรงกับคำภาษาอังกฤษว่าอะไร,1Network และ Networking,2Networking และ Network,3Networker และ Networking,4Network และ Networker,1
2,ข้อใดไม่ใช่ชนิดของเครือข่าย,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,4
3,ข้อใดจัดเป็นเครือข่ายที่เกิดขึ้นจากผู้คนที่มีใจตรงกัน ทำงานคล้ายคลึงกัน หรือประสบปัญหาเดียวกันมารวมตัวกัน,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,1
4,ข้อใดจัดเป็นเครือข่ายที่เกี่ยวพันกับนโยบายหรือการดำเนินการของภาครัฐเป็นส่วนใหญ่,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,2
5,เครือข่ายผู้สูงอายุจัดเป็นเครือข่ายชนิดใด,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,3
6,เครือข่ายโรงเรียนสร้างเสริมสุขภาพจัดเป็นเครือข่ายชนิดใด,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,3
7,ข้อใดไม่ถูกต้องเกี่ยวกับการสร้างเครือข่าย,1การสร้างเครือข่ายควรสนับสนุนให้มีการแลกเปลี่ยนข้อมูลข่าวสารด้วยความสมัครใจ,2การสร้างเครือข่ายควรสนับสนุนให้สมาชิกมีความสัมพันธ์กันฉันท์เพื่อน,3การสร้างเครือขายควรสร้างระบบติดต่อด้วยการเผยแพร่ข่าวสารแบบทางเดียว,4การสร้างเครือข่ายอาจเปรียบเสมือนเป็นการเปิดประตูสู่โลกภายนอก,3
8,องค์ประกอบของเครือข่ายที่ช่วยให้สมาชิกมีความรู้สึกผูกพันในการดำเนินกิจกรรมร่วมกันคือข้อใด,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีส่วนร่วมของสมาชิกในเครือข่าย,1
9,การผนึกกำลัง (synergy) ในการสร้างเครือข่ายหมายถึงข้อใด,1การสกัดเอาจุดแข็งของแต่ละฝ่ายมาเรียนรู้และสนับสนุนซึ่งกันและกัน,2การจัดการให้สมาชิกมานั่งรวมกันเพื่อพูดคุยสนทนาซึ่งกันและกัน,3การแลกเปลี่ยนข้อมูลข่าวสารโดยสมัครใจระหว่างสมาชิกแต่ละกลุ่ม,4การแลกเปลี่ยนข้อมูลข่าวสารโดยไม่มีผลกระทบต่อความเป็นอิสระของสมาชิกแต่ละคน,1
10,องค์ประกอบของเครือข่ายข้อใดจัดเป็นกระบวนการพัฒนาความเข้มแข็งของเครือข่าย เป็นเงื่อนไขที่ทำให้เกิดการร่วมรับรู้ ร่วมคิด ร่วมตัดสินใจ และร่วมลงมือทำอย่างเข้มแข็ง,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีส่วนร่วมของสมาชิกในเครือข่าย,4
11,ข้อใดคือลักษณะที่ดีของการปฏิสัมพันธ์กันระหว่างสมาชิกของเครือข่าย,1การแลกเปลี่ยนกัน,2การเป็นผู้ให้ฝ่ายเดียว,3การเป็นผู้รับฝ่ายเดียว,4การเชื่อมโยงแบบหลวมๆ,1
12,องค์ประกอบของเครือข่ายข้อใดที่ถือว่าเป็นหัวใจสำคัญที่ทำให้การดำเนินเครือข่ายเป็นไปอย่างต่อเนื่อง,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีส่วนร่วมของสมาชิกในเครือข่าย,1
13,องค์ประกอบของเครือข่ายข้อใดที่ทำให้สมาชิกมองเห็นจุดมุ่งหมายในอนาคตที่เป็นภาพเดียวกัน,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีส่วนร่วมของสมาชิกในเครือข่าย,2
14,องค์ประกอบของเครือข่ายข้อใดถือเป็นกระบวนการสำคัญในการพัฒนาความเข้มแข็งของเครือข่าย,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีส่วนร่วมของสมาชิกในเครือข่าย,4
15,การมีส่วนร่วมของสมาชิกทุกคนในเครือข่าย สถานะของสมาชิกในเครือข่ายควรมีลักษณะใด,1เจ้านายต่อลูกน้อง,2ครูต่อศิษย์,3พ่อแม่ต่อลูก,4เพื่อนต่อเพื่อน,4
16,องค์ประกอบของเครือข่ายข้อใดที่มีการนำจุดแข็งของสมาชิกฝ่ายหนึ่งไปช่วยแก้ไขจุดอ่อนของสมาชิกอีกฝ่ายหนึ่ง ,1การมีส่วนร่วมของสมาชิกทุกคนในเครือข่าย,2การเกื้อหนุนพึ่งพากัน,3การมีปฏิสัมพันธ์ในเชิงแลกเปลี่ยน,4การมีความสนใจหรือผลประโยชน์ร่วมกัน,2
17,การที่สมาชิกเครือข่ายมีการพบปะพูดคุยเพื่อแลกเปลี่ยนความคิดเห็นซึ่งกันและกันจัดอยู่ในองค์ประกอบของเครือข่ายข้อใด ,1การมีส่วนร่วมของสมาชิกทุกคนในเครือข่าย,2การเกื้อหนุนพึ่งพากัน,3การมีปฏิสัมพันธ์ในเชิงแลกเปลี่ยน,4การมีความสนใจหรือผลประโยชน์ร่วมกัน,3
18,เครือข่ายชนิดใดที่ใช้เวลาก่อร่างสร้างตัวยาวนาน แต่เมื่อเกิดขึ้นแล้ว มักจะเข้มแข็ง ยั่งยืน และมีแนวโน้มที่จะขยายตัวเพิ่มขึ้น ,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,1
19,เครือข่ายชนิดใดที่เมื่อก่อตั้งแล้ว ต่อมามักจะมีแนวโน้มจะลดขนาดของเครือข่ายลงเมื่อเปรียบเทียบกับระยะก่อตั้ง ,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,2
20,เครือข่ายชนิดใดเกิดจากกระบวนการพัฒนาผสมผสานกัน โดยเริ่มจากการที่กลุ่มบุคคลหรือองค์กรมารวมตัวกันด้วยวัตถุประสงค์กว้างๆ ในการสนับสนุนกันและเรียนรู้ไปด้วยกัน ,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,3
21,“เครือข่าย( Network) ” ในข้อใดไม่ถูกต้อง,1เป็นกิจกรรมในการก่อให้เกิดกลุ่ม ,2เป็นกลุ่มของคนที่สมัครใจแลกเปลี่ยนข่าวสารข้อมูลระหว่างกัน,3เป็นองค์กรที่สมัครใจแลกเปลี่ยนข่าวสารข้อมูลระหว่างกัน,4เป็นการเชื่อมโยงของกลุ่มคนที่สมัครใจ,1
22,ลักษณะของเครือข่ายข้อใดไม่ถูกต้อง,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายประยุกต์,4
23,เครือข่ายที่เกิดขึ้นจากผู้คนที่มีใจตรงกัน ทำงานคล้ายคลึงกัน หรือประสบปัญหาเดียวกันมารวมตัวกันคือ เครือข่ายข้อใด ,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดทำ,3เครือข่ายวิเคราะห์,4เครือข่ายสังคม,1
24,การจัดเป็นเครือข่ายที่เกี่ยวพันกับนโยบายหรือการดำเนินการของภาครัฐเป็นส่วนใหญ่ คือ เครือข่ายข้อใด,1เครือข่ายภาครัฐ,2เครือข่ายจัดตั้ง,3เครือข่ายจัดตั้ง,4เครือข่ายประชาชน,2
25,เครือข่ายผู้สูงอายุจัดเป็นเครือข่ายในข้อใด,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,3
26,เครือข่ายโรงเรียนสร้างเสริมสุขภาพจัดเป็นเครือข่ายในข้อใด,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดตั้ง,3เครือข่ายวิวัฒนาการ,4เครือข่ายสังคม,3
27,ในการสร้างเครือข่ายข้อใดที่ไม่ถูกต้อง,1ควรสนับสนุนให้มีการแลกเปลี่ยนข้อมูลข่าวสารด้วยความสมัครใจ,2ควรสนับสนุนให้สมาชิกมีความสัมพันธ์กันฉันท์เพื่อน,3ควรสร้างระบบติดต่อด้วยการเผยแพร่ข่าวสารแบบทางเดียว,4ควรจะเปรียบเสมือนเป็นการเปิดประตูสู่โลกภายนอก,3
28,ข้อใด คือ องค์ประกอบของเครือข่ายที่ช่วยให้สมาชิกมีความรู้สึกผูกพันในการดำเนินกิจกรรมร่วมกัน,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีส่วนร่วมของสมาชิกในเครือข่าย,1
29,เหตุผลสำคัญในการสร้างเครือข่ายในปัจจุบัน ข้อใดไม่ถูกต้อง,1เป็นการสกัดเอาจุดอ่อนของแต่ละฝ่ายมาเรียนรู้และสนับสนุนซึ่งกันและกัน,2เป็นการจัดระบบให้กลุ่มบุคคลดำเนินกิจกรรมร่วมกัน,3ผลลัพธ์ที่ได้จากการทำงานเป็นเครือข่ายมักมีผลดีกว่าต่างคนต่างทำ,4เป็นการจัดระบบให้องค์กรที่เป็นสมาชิกดำเนินกิจกรรมร่วมกัน,1
30,ข้อใดขององค์ประกอบของเครือข่ายที่สมาชิกของเครือข่ายต่างก็สร้างความเข้มแข็งให้กันและกัน,1การมีการรับรู้มุมมองที่เหมือนกัน,2การมีวิสัยทัศน์ร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การเสริมสร้างซึ่งกันและกัน,4
31,ข้อใดกล่าวถึงลักษณะของเครือข่ายได้ถูกต้อง,1มีความเป็นประชานิยม,2มีการจัดระเบียบโครงสร้างบนนพื้นฐานของความมีอิสระและเท่าเทียมกัน,3ประกอบด้วยสมาชิกที่มีความหลากหลายทั้งโดยสมัครใจและไม่สมัครใจ,4มีกิจกรรมร่วมกันปีละหนึ่งครั้ง,2
32,ข้อใดเป็นเครือข่ายอย่างแท้จริง,1ทหารเกณฑ์ได้รับคำสั่งจากผู้บังคับบัญชาให้ไปช่วยเหลือชาวบ้านดำนา,2ชาวบ้านช่วยกันลงแขกเกี่ยวข้าว,3ผู้บังคับบัญชาสั่งให้คนงานรวมกลุ่มกันไปช่วยงานแผนกอื่น,4สมชายชักชวนเพื่อนตั้งชมรมเพื่อสร้างชื่อเสียงให้กับตนเอง,2
33,การที่คนในภาคอิสานเดินทางเข้ามาทำงานในกรุงเทพมหานคร เริ่มรวมตัวกันจากกลุ่มเครือญาติแล้วขยายไปยังคนที่มาจากชุมชนเดียวกันและชุมชนอื่นที่มาจากภาคเดียวกันเพื่อทำกิจกรรม ต่าง ๆ ซึ่งเกี่ยวข้องกับวัฒนธรรมประเพณีของท้องถิ่น ถือว่าเป็นเครือข่ายประเภทใด,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายจัดทำ,3เครือข่ายวิเคราะห์,4เครือข่ายสังคม,1
34,เครือข่ายใดมักก่อตัวขึ้นเนื่องจากการดำเนินนโยบายของรัฐบาล,1เครือข่ายที่เกิดโดยธรรมชาติ,2เครือข่ายการเมือง,3เครือข่ายจัดตั้ง,4เครือข่ายสังคม,3
35,เครือข่ายที่มักจะไม่ได้มีพื้นฐานความต้องการ ความคิด ความเข้าใจ หรือมุมมองในการจัดตั้งเครือข่ายที่ตรงกัน ก่อนที่จะเข้ามารวมตัวกัน ,1เครือข่ายจัดทำ,2เครือข่ายการเมือง,3เครือข่ายชั่วคราว,4เครือข่ายจัดตั้ง,3
36,Unilateral Exchange หมายถึง อะไร,1การแลกเปลี่ยนกัน,2การแลกเปลี่ยนที่เป็นเอกภาพ,3การเป็นผู้ให้,4การเป็นผู้ให้หรือผู้รับฝ่ายเดียว,4
37,Reciprocal Exchange หมายถึง อะไร,1การแลกเปลี่ยนกัน,2การแลกเปลี่ยนที่เป็นเอกภาพ,3การเป็นผู้ให้,4การเป็นผู้ให้หรือผู้รับฝ่ายเดียว,1
38,ข้อใดกล่าวถูกต้อง,1การมีปฏิสัมพันธ์ก้นก่อให้เกิดการเปลี่ยนแปลงภายในเครือข่าย,2การประชุมไม่ถือว่าเป็นการสร้างปฏิสัมพันธ์ภายในเครือข่าย,3การมีปฏิสัมพันธ์กันทำให้เกิดการเรียนรู้แต่ไม่สร้างความเข้มแข้งให้กับเครือข่าย,4เครือข่ายไม่มีความจำเป็นต่อการตอบสนองความต้องการของบุคคลหรือกลุ่ม,1
39,ข้อใดเป็นลักษณะของความสัมพันธ์ในแนวราบ,1ความสัมพันธ์ระหว่างพ่อกับลูก,2ความสัมพันธ์ระหว่างผู้กำกับการกับรองสารวัตร,3ความสัมพันธ์ระหว่างอาจารย์กับลูกศิษย์,4ความสัมพันธ์ระหว่างเพื่อนร่วมชั้นเรียน,4
40,ข้อใดเป็นลักษณะของความสัมพันธ์ในแนวดิ่ง,1ความสัมพันธ์ระหว่างพ่อกับลูก,2ความสัมพันธ์ระหว่างผู้กำกับการกับรองสารวัตร,3ถูกเฉพาะข้อ 1,4ถูกทั้งข้อ 1 และ 2,4
41,ปัจจัยใดต่อไปนี้มีส่วนช่วยในการสร้างความเข้มแข็งให้กับเครือข่ายมากที่สุด,1ความสัมพันธ์ระหว่างสมาชิก,2การมีส่วนร่วมของสมาชิก,3การให้กำลังใจซึ่งกันและกันของสมาชิก,4การเรียกร้องความยุติธรรมให้กับสมาชิก,2
42,ในเครือข่ายสมาชิกทุกคนเปรียบเสมือนบุคคลใดต่อไปนี้,1ญาติสนิท,2หุ้นส่วน,3ผู้ร่วมก่อตั้ง,4ผู้ได้รับผลกระทบ,2
43,ข้อใดต่อไปนี้เป็นลักษณะของการสร้างเครือข่าย,1สมชายไปเล่นฟุตบอลกับเพื่อน ๆ,2สมชายชวนสมหญิงและสมสวยไปหาสมเดช,3สมชายรวบรวมเพื่อน ๆ ที่สมัครใจร่วมกันจัดตั้งชมรมอนุรักษ์ศิลปะพื้นบ้าน,4สมชายชวนเพื่อนและบังคับสมหญิงให้ร่วมกันก่อตั้งสมาคมชาวเหนือ,3
44,ข้อใดกล่าวถึงองค์ประกอบของเครือข่ายได้ถูกต้อง,1มีทั้งคนที่สมัครใจและไม่สมัครใจ,2ไม่จำเป็นต้องมีการทำกิจกรรมร่วมกัน,3สมาชิกต้องปฏิบัติตามความคิดเห็นของคนอื่น,4สมาชิกแต่ละคนมีอิสระทางความคิด,4
45,ข้อใดกล่าวถึงการเชื่อมโยงในลักษณะของเครือข่ายได้ชัดเจนที่สุด,1การนำอิฐมากองรวมกัน,2การนำอิฐมาวางไว้,3การนำอิฐมาเรียงกัน,4การนำอิฐมาก่อเป็นกำแพงโดยจัดเรียงอิฐอย่างเป็นระบบ,4
46,ข้อใดกล่าวถูกต้อง,1การรวมตัวกันเป็นเครือข่ายสามารถกระทำได้โดยการรวบรวมรายชื่อคนให้ครบตามจำนวน,2การรวมตัวเป็นเครือข่ายต้องก่อให้เกิดพลังทวีคูณ,3การรวมตัวกันเป็นเครือข่ายต้องอาศัยอำนาจตามกฎหมาย,4การรวมตัวกันเป็นเครือข่ายเปรียบเสมือนการเอาอิฐมากองรวมกัน,2
47,ลักษณะใดต่อไปนี้ไม่เป็นองค์ประกอบของการสร้างเครือข่าย,1มีการติดต่อสื่อสาร,2มีการและเปลี่ยนข้อมูลข่าวสาร,3มีความสมัครใจ,4จะสมัครใจหรือไม่สมัครใจก็ได้,4
48,Common Perception หมายถึงสิ่งใด,1การรับรู้โดยปกติ,2การรับรู้ร่วมกัน,3การรับรู้แบบธรรมดา,4การรับรู้แบบผูกพัน,2
49,Mutual Interests/Benefits หมายถึงสิ่งใด,1การมีหนี้สินร่วมกัน,2การมีกำไรร่วมกัน,3การมีความสนใจหรือผลประโยชน์ร่วมกัน,4การมีความสนใจหรือผลประโยชน์เฉพาะตน,3
50,กรณีใดต่อไปนี้ที่จะส่งผลให้สมาชิกของเครือข่ายลาออกจากการเป็นสมาชิก,1ได้รับผลประโยชน์ตามที่ตนต้องการบางส่วน,2เสียประโยชน์จากการเป็นสมาชิกเครือข่าย,3ได้รับผลประโยชน์เพียงพอแล้ว,4ถูกทั้งข้อ 2 และ ข้อ 3,4
51,ข้อใดเป็นองค์ประกอบของเครือข่าย,1Common Interest,2Common Vision,3Common Stakeholder,4ไม่มีข้อใดถูก,2
52,ข้อใดเป็นชนิดของเครือข่ายทั้งหมด,1เครือข่ายสังคม เครือข่ายการเมือง เครือข่ายจัดตั้ง,2เครือข่ายสังคม เครือข่ายที่เกิดโดยธรรมชาติ เครือข่ายวิวัฒนาการ,3เครือข่ายที่เกิดโดยธรรมชาติ เครือข่ายจัดตั้ง เครือข่ายวิวัฒนาการ,4เครือข่ายที่เกิดโดยธรรมชาติ เครือข่ายที่เกิดจากมนุษย์ เครือข่ายสังคม,3
53,ข้อใดคือประโยชน์ของการสร้างเครือข่าย,1ทำให้เกิดการแลกเปลี่ยนความรู้และข้อมูลข่าวสารระหว่างหน่วยงาน,2ช่วยลดความซ้ำซ้อนของการทำงานระหว่างหน่วยงานต่าง ๆ,3ทำให้ผู้บริหารมีความก้าวหน้าในหน้าที่การงาน,4ถูกเฉพาะข้อ 1 ละ 2,4
54,ข้ดใดเป็นเครือข่ายที่จำแนกตามคุณลักษณะของสมาชิก,1เครือข่ายวิศวกร,2เครือข่ายชาวเหนือ,3เครือข่ายชาวอิสาน,4ถูกทุกข้อ,1
55,ข้อใดไม่ใช่ประโยชน์ของการสร้างเครือข่าย,1ช่วยลดการทำงานและการใช้ทรัพยากรซ้อน,2เกิดความเข้าใจกันมากขึ้น นำไปสู่การทำงานร่วมกัน เพื่อประโยชน์ของทุกฝ่าย ,3ให้ความต้องการของประชาชนได้รับการสนองจากรัฐ,4ทำให้รัฐดำเนินนโยบายได้อย่างอิสระ,4
56,ข้อใดกล่าวถูกต้อง,1เครือข่ายชาวนาเป็นการจำแนกเครือข่ายตามลักษณะสภาพของภูมิศาสตร์,2เครือข่ายชาวเหนือเป็นการจำแนกเครือข่ายตามกิจกรรมหลักของเครือข่าย,3เครือข่ายวิศวกรเป็นการจำแนกเครือข่ายตามคุณลักษณะของสมาชิก,4เครือข่ายชาวลุ่มน้ำโขงเป็นเครือข่ายตามโครงสร้างของเครือข่าย,3
57,ข้อใดกล่าวถูกต้อง,1บางเครือข่ายมีโครงสร้างที่เป็นทางการสูง,2เครือข่ายทุกประเภทมีโครงสร้างที่เป็นทางการ,3เครือข่ายชาวนามีโครงสร้างของเครือข่ายที่มีลักษณะพิเศษกว่าเครือข่ายประเภทอื่น ๆ,4ถูกทุกข้อ,1
58,Networking หมายถึงสิ่งใด,1การทำงานที่มีความยุ่งเหยิง,2การทำงานผ่านอินเทอร์เน็ต,3การสร้างเครือข่าย,4เครือข่าย,3
59,ข้อใดหมายถึงการแลกเปลี่ยนระหว่างกัน,1Mutual Change,2Reciprocal Exchange,3Beneficial Exchange,4ไม่มีข้อใดถูก,2
60,ข้อใดหมายถึงการแลกเปลี่ยนในลักษณะเป็นผู้รับฝ่ายเดียว,1First Receiver,2Receiver Exchange,3Bilateral Exchange,4Unilateral Exchange,4